address,name
ffffffff8101a5c0,intel_pmu_lbr_reset
ffffffff8101a630,lbr_from_signext_quirk_wr
ffffffff8101a660,intel_pmu_lbr_restore
ffffffff8101a900,intel_pmu_lbr_save
ffffffff8101aae0,intel_pmu_lbr_swap_task_ctx
ffffffff8101ab40,intel_pmu_lbr_sched_task
ffffffff8101acf0,intel_pmu_lbr_add
ffffffff8101adc0,release_lbr_buffers
ffffffff8101ae60,reserve_lbr_buffers
ffffffff8101af30,intel_pmu_lbr_del
ffffffff8101b040,intel_pmu_lbr_enable_all
ffffffff8101b190,intel_pmu_lbr_disable_all
ffffffff8101b230,intel_pmu_lbr_read_32
ffffffff8101b320,intel_pmu_lbr_read_64
ffffffff8101b6c0,intel_pmu_lbr_save_brstack
ffffffff8101b7b0,intel_pmu_lbr_read
ffffffff8101b800,intel_pmu_setup_lbr_filter
ffffffff8101b980,intel_pmu_store_pebs_lbrs
ffffffff8101ba00,intel_pmu_lbr_init_hsw
ffffffff8101bac0,intel_pmu_lbr_init_knl
ffffffff8101bb20,intel_pmu_lbr_init
ffffffff8101bbc0,p4_pmu_event_map
ffffffff8101bc10,ht_show
ffffffff8101bc40,escr_show
ffffffff8101bc70,cccr_show
ffffffff8101bca0,p4_pmu_set_period
ffffffff8101bd10,p4_pmu_handle_irq
ffffffff8101bf80,p4_hw_config
ffffffff8101c240,p4_pmu_disable_all
ffffffff8101c2f0,p4_pmu_disable_event
ffffffff8101c320,p4_pmu_schedule_events
ffffffff8101c880,p4_pmu_enable_event
ffffffff8101c8b0,p4_pmu_enable_all
ffffffff8101c940,p6_pmu_event_map
ffffffff8101c950,cmask_show
ffffffff8101c980,inv_show
ffffffff8101c9b0,pc_show
ffffffff8101c9e0,edge_show
ffffffff8101ca10,umask_show
ffffffff8101ca40,event_show
ffffffff8101ca60,p6_pmu_enable_event
ffffffff8101ca90,p6_pmu_enable_all
ffffffff8101caf0,p6_pmu_disable_all
ffffffff8101cb50,p6_pmu_disable_event
ffffffff8101cb80,pt_event_addr_filters_sync
ffffffff8101ccc0,pt_event_read
ffffffff8101ccd0,intel_pt_validate_cap
ffffffff8101cf70,pt_event_destroy
ffffffff8101cfa0,psb_period_show
ffffffff8101cfd0,cyc_thresh_show
ffffffff8101d000,mtc_period_show
ffffffff8101d030,branch_show
ffffffff8101d060,ptw_show
ffffffff8101d090,noretcomp_show
ffffffff8101d0c0,tsc_show
ffffffff8101d0f0,mtc_show
ffffffff8101d110,fup_on_ptw_show
ffffffff8101d130,notnt_show
ffffffff8101d160,event_show
ffffffff8101d190,pwr_evt_show
ffffffff8101d1b0,cyc_show
ffffffff8101d1d0,pt_show
ffffffff8101d1f0,pt_timing_attr_show
ffffffff8101d240,pt_buffer_free_aux
ffffffff8101d2f0,pt_event_addr_filters_validate
ffffffff8101d4e0,intel_pt_handle_vmx
ffffffff8101d570,intel_pt_validate_hw_cap
ffffffff8101d5b0,pt_cap_show
ffffffff8101d740,pt_event_snapshot_aux
ffffffff8101dab0,pt_event_start
ffffffff8101dd70,pt_event_add
ffffffff8101dfe0,pt_event_stop
ffffffff8101e110,pt_event_del
ffffffff8101e120,pt_buffer_setup_aux
ffffffff8101e4f0,pt_event_init
ffffffff8101e770,intel_pt_interrupt
ffffffff8101e920,cpu_emergency_stop_pt
ffffffff8101e950,is_intel_pt_event
ffffffff8101ebd0,uncore_get_attr_cpumask
ffffffff8101f580,uncore_event_cpu_offline
ffffffff8101f710,uncore_pmu_enable
ffffffff8101f770,uncore_pmu_disable
ffffffff8101f7d0,uncore_event_cpu_online
ffffffff8101f960,uncore_pmu_event_start
ffffffff8101fa90,uncore_pmu_event_init
ffffffff8101fd80,uncore_pci_remove
ffffffff8101fe50,uncore_pci_bus_notify
ffffffff8101ff00,uncore_pci_sub_bus_notify
ffffffff8101ffd0,uncore_pcibus_to_dieid
ffffffff81020040,uncore_die_to_segment
ffffffff810200d0,uncore_device_to_die
ffffffff81020170,__find_pci2phy_map
ffffffff81020250,uncore_event_show
ffffffff81020270,uncore_pmu_to_box
ffffffff810202b0,uncore_msr_read_counter
ffffffff810202f0,uncore_mmio_exit_box
ffffffff81020310,uncore_mmio_read_counter
ffffffff81020380,uncore_get_constraint
ffffffff81020470,uncore_put_constraint
ffffffff810204b0,uncore_shared_reg_config
ffffffff81020500,uncore_perf_event_update
ffffffff810205d0,uncore_pmu_event_read
ffffffff810205f0,uncore_pmu_hrtimer
ffffffff810206f0,uncore_pmu_event_stop
ffffffff81020810,uncore_pmu_event_add
ffffffff81020c10,uncore_pmu_event_del
ffffffff81020ce0,uncore_pmu_start_hrtimer
ffffffff81020d00,uncore_pmu_cancel_hrtimer
ffffffff81020d10,uncore_get_alias_name
ffffffff81021050,uncore_pci_probe
ffffffff810211a0,nhmex_bbox_hw_config
ffffffff81021300,nhmex_rbox_hw_config
ffffffff81021390,__uncore_thresh8_show
ffffffff810213c0,__uncore_inv_show
ffffffff810213f0,__uncore_edge_show
ffffffff81021420,__uncore_umask_show
ffffffff81021450,__uncore_event_show
ffffffff81021470,__uncore_qlx_cfg_show
ffffffff810214a0,__uncore_xbr_mm_cfg_show
ffffffff810214d0,__uncore_event5_show
ffffffff810214f0,__uncore_mask_show
ffffffff81021520,__uncore_match_show
ffffffff81021550,__uncore_counter_show
ffffffff81021570,__uncore_pld_show
ffffffff810215a0,__uncore_dsp_show
ffffffff810215d0,__uncore_filter_mask_show
ffffffff81021600,__uncore_filter_match_show
ffffffff81021630,__uncore_filter_cfg_en_show
ffffffff81021650,__uncore_set_flag_sel_show
ffffffff81021680,__uncore_inc_sel_show
ffffffff810216b0,__uncore_flag_mode_show
ffffffff810216d0,__uncore_wrap_mode_show
ffffffff810216f0,__uncore_storage_mode_show
ffffffff81021710,__uncore_count_mode_show
ffffffff810218d0,nhmex_mbox_hw_config
ffffffff81021a80,nhmex_sbox_hw_config
ffffffff81021b10,nhmex_mbox_put_constraint
ffffffff81021b80,nhmex_mbox_get_constraint
ffffffff81021db0,nhmex_rbox_put_constraint
ffffffff81021e40,nhmex_rbox_get_constraint
ffffffff81022210,__uncore_iss_show
ffffffff81022240,__uncore_iperf_cfg_show
ffffffff81022270,__uncore_thr_show
ffffffff810222a0,__uncore_fvc_show
ffffffff810222d0,__uncore_pgt_show
ffffffff81022300,__uncore_map_show
ffffffff81022330,__uncore_xbr_match_show
ffffffff81022360,__uncore_xbr_mask_show
ffffffff81022390,nhmex_uncore_msr_init_box
ffffffff810223c0,nhmex_uncore_msr_exit_box
ffffffff810223e0,nhmex_uncore_msr_disable_event
ffffffff81022400,nhmex_bbox_msr_enable_event
ffffffff81022490,nhmex_sbox_msr_enable_event
ffffffff81022570,nhmex_uncore_msr_enable_box
ffffffff81022640,nhmex_uncore_msr_disable_box
ffffffff81022710,nhmex_uncore_msr_enable_event
ffffffff81022790,nhmex_mbox_msr_enable_event
ffffffff81022990,nhmex_rbox_msr_enable_event
ffffffff81022b80,nhmex_uncore_cpu_init
ffffffff81022bd0,uncore_freerunning_hw_config
ffffffff81022c10,snb_uncore_imc_enable_box
ffffffff81022c20,snb_uncore_imc_enable_event
ffffffff81022c30,snb_uncore_imc_hw_config
ffffffff81022c40,snb_uncore_imc_read_counter
ffffffff81022c60,adl_uncore_mmio_disable_box
ffffffff81022ca0,adl_uncore_mmio_enable_box
ffffffff81022ce0,__uncore_cmask5_show
ffffffff81022d10,__uncore_inv_show
ffffffff81022d40,__uncore_edge_show
ffffffff81022d70,__uncore_umask_show
ffffffff81022da0,__uncore_event_show
ffffffff81022dc0,__uncore_threshold_show
ffffffff81022df0,__uncore_cmask8_show
ffffffff81022e20,__uncore_chmask_show
ffffffff81022e50,snb_uncore_imc_event_init
ffffffff81022f60,snb_uncore_imc_init_box
ffffffff810231c0,tgl_uncore_imc_freerunning_init_box
ffffffff810231e0,adl_uncore_imc_freerunning_init_box
ffffffff81023200,adl_uncore_imc_init_box
ffffffff81023250,lnl_uncore_sncu_init_box
ffffffff81023290,lnl_uncore_hbo_init_box
ffffffff810232b0,snb_uncore_imc_disable_event
ffffffff810232c0,snb_uncore_imc_disable_box
ffffffff810232d0,__uncore_threshold2_show
ffffffff81023300,nhm_uncore_msr_disable_box
ffffffff81023320,nhm_uncore_msr_enable_box
ffffffff81023350,skl_uncore_msr_enable_box
ffffffff81023380,snb_uncore_msr_enable_box
ffffffff810233b0,adl_uncore_msr_enable_box
ffffffff810233e0,snb_uncore_msr_disable_event
ffffffff81023400,mtl_uncore_msr_init_box
ffffffff81023450,nhm_uncore_msr_enable_event
ffffffff810234b0,snb_uncore_msr_init_box
ffffffff810234f0,adl_uncore_msr_exit_box
ffffffff81023530,adl_uncore_msr_disable_box
ffffffff81023570,skl_uncore_msr_exit_box
ffffffff810235b0,adl_uncore_msr_init_box
ffffffff810235f0,rkl_uncore_msr_init_box
ffffffff81023630,lnl_uncore_msr_init_box
ffffffff81023670,snb_uncore_msr_exit_box
ffffffff810236b0,skl_uncore_msr_init_box
ffffffff81023720,snb_uncore_msr_enable_event
ffffffff81023780,snb_uncore_cpu_init
ffffffff810237b0,skl_uncore_cpu_init
ffffffff810237e0,icl_uncore_cpu_init
ffffffff81023830,tgl_uncore_cpu_init
ffffffff810238a0,adl_uncore_cpu_init
